CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8337","PSYC 201","1M","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1300-1350","MCM 101","Gibbons, Jeffrey","22","Open",
"8338","PSYC 201","2M","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1100-1150","FORBES 1022","Greenlee, Shelia","0","Closed",
"8339","PSYC 201","3M","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","0930-1045","FORBES 1022","Marshall, Timothy","0","Closed",
"8340","PSYC 202","1M","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MWF","1400-1450","MCM 101","Lange, Michelle","1","Open",
"8341","PSYC 202","2M","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","TR","1100-1215","FORBES 1022","Antaramian, Susan","0","Closed",
"8342","PSYC 207","1","Lifespan Development","3","","Lec","TR","1500-1615","FORBES 2015","Frieden, Fredrick","9","Open",
"9113","PSYC 207","2","Lifespan Development","3","","Lec","TR","1330-1445","FORBES 2070C","Marshall, Timothy","21","Open",
"8343","PSYC 208","1M","Child Development","3","","Lec","MWF","0800-0850","FORBES 2074","Greenlee, Shelia","3","Open",
"8344","PSYC 208","2M","Child Development","3","","Lec","MWF","0900-0950","FORBES 2074","Greenlee, Shelia","2","Open",
"8345","PSYC 208","3M","Child Development","3","","Lec","TR","1100-1215","FORBES 2074","Niehaus, Jeffrey","0","Closed",
"8346","PSYC 300","1","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","0800-0850","FORBES 2090","Niehaus, Jeffrey","0","Closed",
"8347","PSYC 300","2","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","0900-0950","FORBES 2090","Niehaus, Jeffrey","0","Closed",
"8348","PSYC 300","3","Statistical Appl-Soc Sci Rsrch","3","","Lec","TR","1330-1445","FORBES 2090","Riggins, Earl","9","Open",
"8349","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1500-1550","FORBES 2090","Ashburn, Sikoya","11","Open",
"8350","PSYC 301","2","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1000-1050","FORBES 2009","Lange, Michelle","0","Closed",
"8351","PSYC 301","3","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1000-1050","FORBES 2090","Pressley, Timothy","0","Closed",
"8352","PSYC 301","4","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1300-1350","FORBES 2090","Rollins, Leslie","1","Open",
"8353","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MW","1600-1715","FORBES 2090","Ashburn, Sikoya","11","Open",
"8354","PSYC 301L","2","Research Methods Laboratory","1","","Lab","MWF","1100-1150","FORBES 2009","Lange, Michelle","0","Closed",
"8355","PSYC 301L","3","Research Methods Laboratory","1","","Lab","MWF","1100-1150","FORBES 2090","Pressley, Timothy","0","Closed",
"8356","PSYC 301L","4","Research Methods Laboratory","1","","Lab","MWF","1400-1450","FORBES 2090","Rollins, Leslie","1","Open",
"8357","PSYC 304","1","Social Psychology","3","","Lec","MWF","1400-1450","FORBES 2015","Hart, Jason","1","Open",
"8358","PSYC 312","1","Educational Psychology","3","","Lec","MWF","1300-1350","FORBES 2074","Pressley, Timothy","0","Closed",
"8359","PSYC 312","2","Educational Psychology","3","","Lec","MWF","1500-1550","FORBES 2074","Sulzberger, Robert","0","Closed",
"8360","PSYC 314","1","Psychology of Personality","3","","Lec","TR","1100-1215","FORBES 2070A","Lee, Sherman","0","Closed",
"8361","PSYC 314","2","Psychology of Personality","3","","Lec","TR","1330-1445","FORBES 2070A","Lee, Sherman","0","Closed",
"8362","PSYC 315","1","Psychology-Abnormal Behavior","3","","Lec","TR","0930-1045","FORBES 2074","Riggins, Earl","28","Open",
"8363","PSYC 315","2","Psychology-Abnormal Behavior","3","","Lec","MW","1600-1715","FORBES 2070E","Riggins, Earl","24","Open",
"8364","PSYC 316","1","Brain and Cognition","3","","Lec","TR","0930-1045","FORBES 2070A","Ashburn, Sikoya","1","Open",
"8365","PSYC 316","2","Brain and Cognition","3","","Lec","MWF","1000-1050","FORBES 2074","Rollins, Leslie","0","Closed",
"9086","PSYC 320","1","Psychology of Gender","3","","Lec","R","1800-2045","FORBES 2015","Roberts, Angie","24","Open",
"8366","PSYC 336","1","Death, Dying, &amp; Bereavement","3","","Lec","M","1800-2045","FORBES 2074","Lee, Sherman","0","Closed",
"8367","PSYC 340","1","Adult Development and Aging","3","","Lec","TR","1500-1615","FORBES 2074","Riggins, Earl","23","Open",
"8368","PSYC 350","1","Forensic Psychology","3","","Lec","TR","0800-0915","FORBES 2074","Romito, Meredith","1","Open",
"8369","PSYC 404","1","Biopsychology","3","","Lec","MWF","1300-1350","FORBES 2009","Campolattaro, Matthew","6","Open",
"8370","PSYC 404L","1","Biopsychology Lab","1","","Lab","W","1400-1645","FORBES 2009","Campolattaro, Matthew","6","Open",
"8371","PSYC 405","1","Motivation and Emotion","3","","Lec","MWF","0800-0850","FORBES 2015","Mozo, Courtney","1","Open",
"8372","PSYC 405L","1","Motivation and Emotion Lab","1","","Lab","MWF","0900-0950","FORBES 2002","Mozo, Courtney","0","Closed",
"8373","PSYC 405L","2","Motivation and Emotion Lab","1","","Lab","MWF","1000-1050","FORBES 2002","Mozo, Courtney","1","Open",
"8374","PSYC 409","1","Behvr Medicine/Hlth Psyc","3","","Lec","W","1800-2045","FORBES 2070D","Romito, Meredith","3","Open",
"8375","PSYC 409L","1","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1630-1745","FORBES 2088","Romito, Meredith","0","Closed",
"8376","PSYC 409L","2","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1800-1915","FORBES 2088","Romito, Meredith","4","Open",
"8377","PSYC 415","1","Comparative Psychology","3","","Lec","MWF","0900-0950","FORBES 2009","Velkey, Andrew","5","Open",
"8378","PSYC 415L","1","Comparative Psychology Lab","1","","Lab","M","1400-1645","FORBES 2009","Velkey, Andrew","5","Open",
"8379","PSYC 420","1","Human Sexuality","3","","Lec","TR","1630-1745","FORBES 2015","Frieden, Fredrick","20","Open",
"8380","PSYC 444","1","Psychology of Creat/Crit Think","3","","Lec","MWF","1100-1150","FORBES 2074","Dow, Gayle","0","Closed",
"8381","PSYC 444L","1","Psyc of Creat/Crit Think Lab","1","","Lab","MWF","1300-1350","FORBES 2002","Dow, Gayle","0","Closed",
"8382","PSYC 444L","2","Psyc of Creat/Crit Think Lab","1","","Lab","MWF","1400-1450","FORBES 2002","Dow, Gayle","0","Closed",
"8383","PSYC 490","1","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1100-1150","FORBES 2002","Fernandez, Gina","0","Closed",
"8384","PSYC 490","2","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1100-1215","FORBES 2012","Hart, Jason","0","Closed",
"8385","PSYC 490","3","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1330-1445","FORBES 2012","Hart, Jason","0","Closed",
"8386","PSYC 490","4","WI: Senior Seminar in Psych","3","  WI","Lec","TR","0930-1045","FORBES 2014","Niehaus, Jeffrey","0","Closed",
"9332","PSYC 499","1","IND ST: Sexual Behaviors &amp; FAB","2","","Ind","","","ARR ","Gibbons, Jeffrey","0","Closed",
"9343","PSYC 499","2","IND ST: FAB Online &amp; In Person","1","","Ind","","","ARR ","Gibbons, Jeffrey","0","Closed",
"9358","PSYC 499","3","IND ST: FAB Research Work","2","","Ind","","","ARR ","Gibbons, Jeffrey","0","Closed",
"8391","PSYC 521","2","Reading Acquisition &amp; Devlpmnt","3","","Lec","T","1730-2015","FORBES 2014","Swords, Rachel Ann","2","Open",
"8393","PSYC 521L","2","Reading Acquisition &amp; Dev Lab","1","","Lab","T","0930-1045","FORBES 2009","Powell, Linda","1","Open",
"8387","PSYC 535","1","Exceptional Learner","3","","Lec","R","1630-1915","FORBES 2014","Sulzberger, Robert","10","Open",
"8388","PSYC 535","2","Exceptional Learner","3","","Lec","W","1900-2145","FORBES 2014","Sulzberger, Robert","13","Open",
"8389","PSYC 544","ON1","Assessment of Learning","3","","Lec","W","1600-1845","HYB ","Antaramian, Susan","1","Open",
"8871","RSTD 211","1","Religions of the East","3","  AIGM","Lec","TR","1330-1445","MCM 362","Schweig, Graham","0","Closed",
"8872","RSTD 211","2M","Religions of the East","3","  AIGM","Lec","TR","1500-1615","MCM 362","Schweig, Graham","0","Closed",
"8873","RSTD 211","3M","Religions of the East","3","  AIGM","Lec","MWF","1000-1050","FORBES 3014","Thompson, John","3","Open",
"8874","RSTD 211","4M","Religions of the East","3","  AIGM","Lec","TR","0800-0915","MCM 160","Bakkum, Carleton","1","Open",
"8875","RSTD 212","1M","Religions of the West","3","  AIWT","Lec","TR","1630-1745","MCM 162","Fallon, Kerry","0","Closed",
"8876","RSTD 212","2M","Religions of the West","3","  AIWT","Lec","MWF","1000-1050","MCM 366","Timani, Hussam","0","Closed",
"8877","RSTD 212","3","Religions of the West","3","  AIWT","Lec","MWF","1200-1250","MCM 207","Timani, Hussam","0","Closed",
"8878","RSTD 212","4R","Religions of the West","3","  AIWT","Lec","TR","1630-1745","MCM 260","Sakal, Vered","0","Closed",
"8879","RSTD 212","5M","Religions of the West","3","  AIWT","Lec","TR","1800-1915","MCM 260","Sakal, Vered","3","Open",
"8880","RSTD 218","1R","The Qur&#39;an","3","  AIGM","Lec","TR","1100-1215","MCM 257","Timani, Hussam","7","Open",
"9288","RSTD 232","1","IND ST:Visions of Christianity","3","  AIWT","Ind","","","ARR ","Silverman, Eric","0","Closed",
"8881","RSTD 232","1C","Visions of Christianity","3","  AIWT","Lec","TR","1330-1445","TRIB 1213","Hutchinson, Dawn","0","Closed",
"8883","RSTD 232","3C","Visions of Christianity","3","  AIWT","Lec","TR","1100-1215","MCM 112","Fallon, Kerry","0","Closed",
"9133","RSTD 258","1R","Sexuality &amp; Gender in Judaism","3","  AIWT","Lec","TR","1500-1615","MCM 257","Sakal, Vered","0","Closed",
"9134","RSTD 262","1R","New Testament","3","  AIWT","Lec","TR","0930-1045","MCM 200C","Strehle, Stephen","1","Open",
"8885","RSTD 345","1","Scriptures of the World","3","  AIGM","Lec","MWF","1100-1150","FORBES 2012","Thompson, John","6","Open",
"8886","RSTD 366","1","Bhagavad Gita &amp; Sacr Hindu Txt","3","  AIGM","Lec","W","1800-2045","MCM 357","Schweig, Graham","9","Open",
"9283","RSTD 395","2","IND ST: Goddess Religions","3","","Ind","","","ARR ","Hutchinson, Dawn","0","Closed",
"9383","RSTD 499","1","IND ST: Reading Buddhist Texts","1","","Ind","","","ARR ","Thompson, John","0","Closed",
"9264","SA 300","S01","SA: American College of Greece","0","","Lec","",""," ","","0","Closed",
"9265","SA 300","S02","SA: ASE Bath","0","","Lec","",""," ","","0","Closed",
"9266","SA 300","S03","SA: CEA Madrid","0","","Lec","",""," ","","0","Closed",
"9267","SA 300","S04","SA: CEA SKEMA","0","","Lec","",""," ","","0","Closed",
"9269","SA 300","S06","SA:TEAN Thailand","0","","Lec","",""," ","","0","Closed",
"9270","SA 300","S07","SA: University of Glasgow","0","","Lec","",""," ","","0","Closed",
"9271","SA 300","S08","SA: USAC Bilbao","0","","Lec","",""," ","","0","Closed",
"9272","SA 300","S09","SA: USAC Bilbao","0","","Lec","",""," ","","0","Closed",
"9305","SAXO 131","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"9233","SAXO 132","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"9341","SAXO 133","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"9234","SAXO 231","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"9235","SAXO 233","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"9236","SAXO 234","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"9237","SAXO 333","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"8638","SOCL 205","1M","Sociological Foundations","3","  AIWT","Lec","MWF","1100-1150","LUTR 121","Harris, Jaime","1","Open",
"9136","SOCL 220","1M","Global Social Problems","3","  AIGM","Lec","MWF","1000-1050","LUTR 264","Waldron, Linda","0","Closed",
"9137","SOCL 220","2R","Global Social Problems","3","  AIGM","Lec","MWF","0900-0950","LUTR 264","Waldron, Linda","0","Closed",
"9138","SOCL 300","1","Methods of Inquiry","3","","Lec","TR","1330-1445","TRIB 208","Dinsmore, Brooke","0","Closed",
"9139","SOCL 300","2","Methods of Inquiry","3","","Lec","TR","1500-1615","TRIB 208","Dinsmore, Brooke","0","Closed",
"8639","SOCL 303","1","Reimagining the Family","3","","Lec","TR","1100-1215","FORBES 2070C","Dinsmore, Brooke","0","Closed",
"8640","SOCL 306","1","Social Psychology","3","","Lec","MWF","1400-1450","FORBES 2015","Hart, Jason","8","Open",
"8641","SOCL 314","1","Education, Culture and Society","3","","Lec","TR","1100-1215","LUTR 264","Rochmes, Jane","0","Closed",
"9208","SOCL 314","2","Education, Culture and Society","3","","Lec","TR","1330-1445","LUTR 131","Rochmes, Jane","3","Open",
"8976","SOCL 314L","1","Educ, Culture and Society Lab","1","","Lab","T","1100-1215","MCM 200B","Powell, Linda","0","Closed",
"8977","SOCL 314L","2","Educ, Culture and Society Lab","1","","Lab","R","1500-1615","MCM 200B","Powell, Linda","0","Closed",
"8642","SOCL 319","1","Deviant Behavior","3","","Lec","TR","1100-1215","LUTR 142","Harris, Jaime","0","Closed",
"8643","SOCL 319","2","Deviant Behavior","3","","Lec","TR","0930-1045","LUTR 142","Harris, Jaime","0","Closed",
"8644","SOCL 330","1","Language, Culture &amp; Society","3","  AIGM","Lec","TR","1100-1215","LUTR 167","Palmer, Seth","0","Closed",
"8645","SOCL 340","1","Statistics for Social Research","3","","Lec","TR","1100-1215","LUTR 157","Baird, Andrew","0","Closed",
"8646","SOCL 340","2","Statistics for Social Research","3","","Lec","TR","0930-1045","LUTR 157","Baird, Andrew","3","Open",
"8647","SOCL 365","1","Social Change and Policy","3","","Lec","MWF","0900-0950","LUTR 167","Lewis, Michael","0","Closed",
"8648","SOCL 365","2","Social Change and Policy","3","","Lec","MWF","1000-1050","LUTR 167","Lewis, Michael","0","Closed",
"8649","SOCL 377","1","Gender and Power","3","  AIGM","Lec","TR","1330-1445","LUTR 167","Palmer, Seth","1","Open",
"8650","SOCL 377","2","Gender and Power","3","  AIGM","Lec","TR","1500-1615","LUTR 167","Palmer, Seth","0","Closed",
"8651","SOCL 390","1","WI: Sociological Theory","3","  WI","Lec","MWF","1100-1150","LUTR 167","Lewis, Michael","0","Closed",
"8654","SOCL 490","1","WI:Senior Seminar","3","  WI","Lec","MWF","1000-1050","LUTR 157","Briddell, Laine","0","Closed",
"8655","SOCL 490","2","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","LUTR 167","Timmer, Andria","11","Open",
"9198","SOCL 491","1","Internship in Sociology","3","","Int","","","ARR ","Briddell, Laine","0","Closed",
"8657","SOCL 501","2","Multicultural Diversity &amp; Educ","3","","Lec","TR","1500-1615","LUTR 157","Rochmes, Jane","7","Open",
"8815","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1100-1215","LUTR 269","Valutis, Stephanie","9","Open",
"8816","SOWK 210","1","Human Behavior I","3","","Lec","TR","0930-1045","LUTR 269","Valutis, Stephanie","0","Closed",
"8817","SOWK 301","1","Social Work Practice I","3","","Lec","M","1800-2045","LUTR 167","Hawkins, Monica","8","Open",
"8821","SOWK 301L","1","Prac I Lab and Jr Field Inst","2","","Lab","W","1800-2045","LUTR 167","Hawkins, Monica","8","Open",
"8968","SOWK 401","1","Field Instruction I","6","","Pra","W","1200-1350","LUTR 167","Griffiths, Diane","0","Closed",
"8969","SOWK 401","2","Field Instruction I","6","","Pra","M","1200-1350","LUTR 167","Griffiths, Diane","0","Closed",
"9173","SOWK 401","3","Field Instruction I","6","","Pra","W","1200-1350","MCM 200B","Lafountain, Emily","0","Closed",
"8820","SOWK 493","1","Methds of Social Work Research","3","","Lec","T","1800-2045","LUTR 167","Valutis, Stephanie","2","Open",
"9350","SOWK 499","1","IND ST: Access to Soc Wrk Ed","3","","Ind","","","ARR ","Griffiths, Diane","0","Closed",
"8658","SPAN 101","1R","Beginning Spanish I","3","","Lec","MWF","1500-1550","MCM 316","Reed, Enid","0","Closed",
"8659","SPAN 101","2R","Beginning Spanish I","3","","Lec","MWF","0900-0950","MCM 307","Freeman, Donna","0","Closed",
"8660","SPAN 101","3R","Beginning Spanish I","3","","Lec","MWF","1300-1350","MCM 316","Freeman, Donna","0","Closed",
"8661","SPAN 101","4R","Beginning Spanish I","3","","Lec","MWF","1400-1450","MCM 316","Reed, Enid","0","Closed",
"8662","SPAN 101","5R","Beginning Spanish I","3","","Lec","MWF","0900-0950","MCM 360","Deller, Camelia","0","Closed",
"8663","SPAN 102","1R","Beginning Spanish II","3","","Lec","MWF","1300-1350","FERG 207","Grau, Michelle","0","Closed",
"8664","SPAN 102","2R","Beginning Spanish II","3","","Lec","TR","0800-0915","MCM 357","Valdez, Elena","0","Closed",
"8665","SPAN 102","3R","Beginning Spanish II","3","","Lec","TR","0930-1045","MCM 357","Valdez, Elena","0","Closed",
"8675","SPAN 200","10","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 316","Jelambi, Graciela","0","Closed",
"8676","SPAN 200","11R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1100-1150","MCM 307","Freeman, Donna","4","Open",
"8677","SPAN 200","12M","Eff Comm in Spanish","3","  LLFL","Lec","TR","1800-1915","MCM 162","Aponte-Hart, Gracie","7","Open",
"8678","SPAN 200","13","Eff Comm in Spanish","3","  LLFL","Lec","TR","1800-1915","MCM 207","Mock, Kathia","4","Open",
"8679","SPAN 200","14M","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1200-1250","MCM 366","Deller, Camelia","3","Open",
"8680","SPAN 200","15R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1100-1150","MCM 366","Deller, Camelia","3","Open",
"9295","SPAN 200","1C","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 314","Reed, Enid","3","Open",
"8667","SPAN 200","2M","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0900-0950","MCM 366","Finley, Sarah","1","Open",
"8668","SPAN 200","3R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0800-0850","FERG 201","Anzzolin, Kevin","5","Open",
"8669","SPAN 200","4","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0900-0950","FERG 201","Anzzolin, Kevin","2","Open",
"8670","SPAN 200","5","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0800-0850","MCM 364","Varo Varo, Alonso","7","Open",
"8671","SPAN 200","6R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0900-0950","MCM 364","Varo Varo, Alonso","3","Open",
"8672","SPAN 200","7M","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 160","Gordon, Rocio","1","Open",
"8673","SPAN 200","8","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 160","Gordon, Rocio","4","Open",
"8674","SPAN 200","9M","Eff Comm in Spanish","3","  LLFL","Lec","MW","1800-1915","MCM 207","Caballero, Sandra","0","Closed",
"8681","SPAN 201","1R","Intermediate Spanish I","3","  LLFL","Lec","TR","1100-1215","FORBES 2088","Pauw, Andrea","0","Closed",
"8682","SPAN 201","2R","Intermediate Spanish I","3","  LLFL","Lec","TR","1330-1445","MCM 307","Pauw, Andrea","2","Open",
"8683","SPAN 202","1R","Intermediate Spanish II","3","  LLFL","Lec","TR","1100-1215","MCM 364","Miller, Elaine","1","Open",
"8684","SPAN 301","1R","Grammar and Composition","3","  LLFL","Lec","TR","0930-1045","MCM 366","Miller, Elaine","2","Open",
"8685","SPAN 301","2R","Grammar and Composition","3","  LLFL","Lec","TR","1330-1445","MCM 366","Miller, Elaine","3","Open",
"8686","SPAN 308","1R","Conversation via Cinema","3","  LLFL","Lec","TR","1100-1215","MCM 366","Valdez, Elena","3","Open",
"8687","SPAN 314","1","Business Spanish","3","  LLFL","Lec","MWF","1200-1250","FERG 201","Anzzolin, Kevin","9","Open",
"8688","SPAN 330","1","Spanish in the Community","3","  LLFL","Lec","MWF","1100-1150","LUTR 170","Finley, Sarah","3","Open",
"8689","SPAN 353","1","Beyond Borders","3","  AIWT  LLFL","Lec","TR","0930-1045","FORBES 2012","Pauw, Andrea","7","Open",
"9122","SPAN 538","1","Apprenticeship in Teaching","3","  LLFL","Pra","W","1600-1845","MCM 200D","Grau, Michelle","0","Closed",
"9323","TCHG 510","1","Internship","8","","Int","MTWF","0800-1500","ARR ","Powell, Linda","1","Open",
"8944","TCHG 518L","1","Secondary &amp; PK-12 Fld Practicm","1","","Pra","M","1500-1550","MCM 257","Ward, Karyn","3","Open",
"9079","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Carpenter, Douglas","0","Closed",
"9080","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Cullin, Amanda","0","Closed",
"9081","THEA 130","3","Private Voice","1 - 2","","Lec","","","ARR ","McGuire, John","0","Closed",
"9010","THEA 151","1","The Designer&#39;s lmagination","3","  AICE","Stu","TR","1330-1445","FERG 222","Jones, Kenton","0","Closed",
"9012","THEA 210","2M","The Dramatic Impulse","3","  AICE","Lec","TR","0930-1045","FERG 221","Jones, Kenton","0","Closed",
"9013","THEA 232","1R","Acting I","3","  AICE","Lec","TR","0930-1045","FERG T107","Carpenter, Douglas","0","Closed",
"9014","THEA 232","2C","Acting I","3","  AICE","Lec","MW","1430-1545","FERG T107","Lloyd, Laura","0","Closed",
"9015","THEA 232","3R","Acting I","3","  AICE","Lec","TR","1100-1215","FERG T107","Carpenter, Douglas","0","Closed",
"9016","THEA 250","1R","Scene Design and Technology","3","  AICE","Lec","TR","0930-1045","FERG 223","Sweet, Tanya","4","Open",
"9082","THEA 250L","1","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","22","Open",
"9017","THEA 252","1R","Costume Design and Technology","3","","Lec","MW","0930-1045","FERG 223","Jaremski, Kathleen","7","Open",
"9018","THEA 310","1","Theater History I","3","","Lec","MW","1600-1715","FERG 221","Godwin, Laura","0","Closed",
"9128","THEA 333","1","Acting II","3","","Lec","MW","1100-1215","FERG T107","Lloyd, Gregg","3","Open",
"9020","THEA 338","1","Intro to Stage Combat-Unarmed","3","","Lec","TR","1330-1445","FERG T107","Lloyd, Gregg","1","Open",
"9021","THEA 352","1","Art, Clothing and Society","3","  AICE","Lec","MW","1100-1215","FERG 222","Jaremski, Kathleen","11","Open",
"9126","THEA 356","1","Lighting Design","3","","Lec","MW","1300-1415","FERG 223","Bible, Ryan","7","Open",
"9083","THEA 380","1","Production","0 - 3","","Pra","MTWRF","1900-2300","ARR ","Lloyd, Laura","0","Closed",
"9084","THEA 380","2","Production","0 - 3","","Pra","MTWRF","1900-2300","ARR ","Lloyd, Gregg","0","Closed",
"9024","THEA 432","1","WI: Shakespeare: Verse &amp; Text","3","  WI","Lec","MW","1300-1415","FERG A183","Godwin, Laura","13","Open",
"9315","THEA 432","2","WI: Shakespeare: Verse &amp; Text","3","  WI","Ind","","","ARR ","Godwin, Laura","0","Closed",
"9127","THEA 451","1","Stage Management","3","","Lec","TR","1100-1215","FERG 223","Sweet, Tanya","3","Open",
"9085","THEA 498","1","Thesis Project","3","","Lec","","","ARR ","Holland, Rachel","12","Open",
"9289","THEA 499","1","IND ST: The Fight Captain","3","","Ind","","","ARR ","Lloyd, Gregg","0","Closed",
"9290","THEA 499","2","IND ST: Dance Fight Choreo","2","","Ind","","","ARR ","Lloyd, Gregg","0","Closed",
"9291","THEA 499","3","IND ST: Dance Combat","1","","Ind","","","ARR ","Lloyd, Gregg","0","Closed",
"9307","TRMB 131","1","Applied Music: Trombone","1","","Lab","","","ARR ","Espy, Christopher","0","Closed",
"9308","TRMB 133","1","Applied Music: Trombone","2","","Lab","","","ARR ","Espy, Christopher","0","Closed",
"9238","TRMB 231","1","Applied Music: Trombone","1","","Lab","","","ARR ","Espy, Christopher","0","Closed",
"9239","TRPT 130","1","Applied Music: Trumpet","1","","Lab","","","ARR ","Rossum, Kelly","0","Closed",
"9240","TRPT 231","1","Applied Music: Trumpet","1","","Lab","","","ARR ","Rossum, Kelly","0","Closed",
"9241","TRPT 233","1","Applied Music: Trumpet","2","","Lab","","","ARR ","Rossum, Kelly","0","Closed",
"9242","TUBA 231","1","Applied Music: Tuba","1","","Lab","","","ARR ","Cipriano, James","0","Closed",
"9243","TUBA 233","1","Applied Music: Tuba","2","","Lab","","","ARR ","Cipriano, James","0","Closed",
"9285","URCA 101","1","Intro to Research &amp; Creative A","2","","Lec","F","1400-1540","TRIB 1210","Salomon, David","3","Open",
"9342","VOIC 130","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
"9309","VOIC 131","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
"9244","VOIC 132","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
"9310","VOIC 133","1","Applied Music: Voice","2","","Lab","","","ARR ","McGuire, John","0","Closed",
"9245","VOIC 134","1","Applied Music: Voice","2","","Lab","","","ARR ","McGuire, John","0","Closed",
"9246","VOIC 231","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
"9247","VOIC 233","1","Applied Music:  Voice","2","","Lab","","","ARR ","McGuire, John","0","Closed",
"9248","VOIC 331","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
"9250","VOIC 431","2","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
